Location,Area,Rainfall,Temperature,Soil_Type,Nitrogen,Phosphorus,Potassium,Humidity,Yield(kg/ha),Season
Bidar,726,1255.01,24.55,Red Soil,55,27,39,68.97,4700,Kharif
Bidar,1041,1224.36,25.5,Red Soil,67,24,43,62.67,4700,Kharif
Aurad,843,1049.69,27.78,Laterite Soil,70,40,38,61.11,4359,Kharif
Bidar,1158,1099.34,26.82,Red Soil,45,39,44,81.22,4403,Kharif
Aurad,1281,1479.53,29.35,Black Soil,74,44,36,70.91,4700,Kharif
Aurad,572,1044.38,20.53,Red Soil,61,31,36,75.52,4534,Kharif
Aurad,225,1440.99,27.33,Laterite Soil,67,35,37,88.65,4700,Kharif
Bidar,399,1248.32,21.58,Red Soil,49,45,48,68.68,4700,Kharif
Basavakalyan,390,973.98,24.1,Red Soil,79,39,47,70.8,4407,Kharif
Aurad,1399,1180.39,28.6,Red Soil,53,38,46,89.59,4586,Kharif
Aurad,966,1469.13,22.05,Black Soil,48,44,47,77.25,4700,Kharif
Humnabad,1436,1151.14,24.01,Red Soil,51,26,48,88.97,4633,Kharif
Humnabad,164,1418.03,29.14,Red Soil,45,44,50,73.11,4700,Kharif
Bhalki,490,1053.86,28.46,Red Soil,60,23,37,73.94,4341,Kharif
Bidar,814,1242.55,21.18,Laterite Soil,69,38,42,65.85,4700,Kharif
Basavakalyan,645,1406.31,27.5,Black Soil,50,29,56,92.07,4700,Kharif
Aurad,699,1452.41,21.91,Black Soil,58,27,40,91.39,4700,Kharif
Aurad,186,1191.49,23.28,Laterite Soil,55,35,58,94.45,4700,Kharif
Bidar,918,1283.81,25.97,Black Soil,45,23,48,74.09,4700,Kharif
Bhalki,1348,901.79,21.42,Laterite Soil,45,29,36,88.65,4212,Kharif
Bhalki,585,1051.93,32.92,Red Soil,52,38,56,74.52,4180,Kharif
Humnabad,442,1067.23,22.15,Black Soil,76,35,56,75.9,4626,Kharif
Bidar,450,956.1,30.16,Red Soil,77,31,34,89.05,4285,Rabi
Bhalki,1102,1067.82,30.79,Red Soil,52,39,34,66.21,4229,Kharif
Bhalki,1128,1092.67,32.93,Black Soil,58,21,59,67.71,4262,Kharif
Basavakalyan,1196,1481.26,25.57,Red Soil,68,47,37,71.02,4700,Kharif
Humnabad,499,1301.16,31.36,Red Soil,73,30,39,87.59,4700,Kharif
Humnabad,998,1155.6,32.45,Laterite Soil,69,39,34,73.04,4474,Kharif
Humnabad,1239,1492.83,22.25,Black Soil,50,42,55,72.54,4700,Kharif
Bhalki,582,991.94,26.23,Red Soil,45,32,44,94.96,4279,Kharif
Aurad,1123,1185.63,20.78,Laterite Soil,67,22,52,73.43,4700,Kharif
Bhalki,1150,1288.24,28.07,Black Soil,77,36,45,68.67,4700,Kharif
Bhalki,719,933.35,27.56,Red Soil,58,29,58,81.81,4166,Kharif
Bidar,1166,1330.2,22.65,Red Soil,72,27,57,88.07,4700,Rabi
Humnabad,178,959.92,30.37,Red Soil,73,25,39,62.44,4156,Kharif
Humnabad,1256,984.17,20.48,Red Soil,67,33,53,81.66,4488,Kharif
Basavakalyan,790,995.81,30.48,Red Soil,54,38,37,61.25,4099,Kharif
Humnabad,1306,1457.33,20.35,Black Soil,71,43,48,78.42,4700,Kharif
Bhalki,264,1309.94,28.54,Black Soil,52,41,33,68.99,4700,Kharif
Bidar,1207,1293.26,21.02,Laterite Soil,48,20,43,70.73,4700,Rabi
Basavakalyan,786,1233.3,23.27,Laterite Soil,65,44,58,76.35,4700,Kharif
Bhalki,1251,1075.68,29.38,Laterite Soil,65,30,37,92.45,4461,Kharif
Bhalki,424,1272.53,23.65,Black Soil,74,44,50,84.87,4700,Kharif
Basavakalyan,493,1146.09,26.65,Black Soil,57,44,43,92.79,4609,Kharif
Bhalki,829,987.25,31.9,Black Soil,47,33,41,83.1,4093,Rabi
Bhalki,230,1313.76,20.65,Red Soil,64,32,30,60.25,4700,Kharif
Bidar,756,977.75,30.54,Black Soil,49,31,52,69.3,4067,Kharif
Bidar,870,1014.4,20.85,Black Soil,66,41,48,91.7,4567,Kharif
Bidar,221,1390.62,21.65,Red Soil,46,25,47,82.52,4700,Kharif
Humnabad,1318,1296.07,21.55,Laterite Soil,69,48,41,94.36,4700,Kharif
Basavakalyan,1211,1278.59,32.92,Laterite Soil,68,23,39,65.46,4648,Rabi
Bidar,623,1150.92,22.34,Laterite Soil,49,43,50,70.39,4588,Kharif
Bhalki,1170,1137.77,31.66,Red Soil,60,28,30,72.68,4407,Kharif
Humnabad,320,1314.16,32.88,Red Soil,59,47,43,71.43,4683,Kharif
Basavakalyan,189,1344,24.99,Red Soil,57,26,38,68.82,4700,Kharif
Bidar,1346,1206.13,28.2,Black Soil,55,26,55,75.52,4598,Rabi
Bidar,573,1481.56,30.13,Laterite Soil,60,32,59,82.48,4700,Kharif
Basavakalyan,1372,1473.42,25.1,Red Soil,62,21,44,70.89,4700,Kharif
Bidar,1037,1147.46,22.1,Red Soil,69,21,50,62.79,4678,Kharif
Basavakalyan,1395,1392.37,25.64,Laterite Soil,48,47,51,84.8,4700,Kharif
Basavakalyan,947,1225.96,30.03,Laterite Soil,65,34,52,76.07,4650,Kharif
Bhalki,599,1207.05,30.15,Black Soil,55,45,43,79.48,4566,Kharif
Basavakalyan,794,932.98,23,Laterite Soil,78,35,38,75.94,4376,Rabi
Aurad,581,1244.38,22.27,Red Soil,74,46,40,91.16,4700,Kharif
Bidar,471,1440.35,31.97,Black Soil,48,21,34,79.56,4700,Kharif
Bhalki,1325,1368.08,20.57,Laterite Soil,58,39,41,92.31,4700,Kharif
Humnabad,1218,1371.79,29.55,Black Soil,55,44,45,77.87,4700,Kharif
Aurad,1169,995.96,20.6,Red Soil,48,24,49,70.24,4346,Kharif
Basavakalyan,473,1115.07,30.89,Red Soil,70,21,57,72.44,4444,Kharif
Humnabad,561,1039.92,31.77,Red Soil,47,39,32,78.27,4172,Kharif
Humnabad,1434,1089.55,23.87,Red Soil,48,26,34,78.55,4466,Kharif
Humnabad,1392,1247.72,20.96,Black Soil,70,24,59,84.06,4700,Kharif
Humnabad,769,1118.87,26.25,Black Soil,55,30,55,67.86,4459,Kharif
Bhalki,196,1236.42,23.88,Red Soil,55,27,55,83.06,4700,Kharif
Bhalki,794,1163.1,25.42,Black Soil,64,36,58,87.25,4691,Kharif
Humnabad,782,1071.97,28.64,Red Soil,70,33,48,83.68,4468,Kharif
Aurad,990,957.24,22.73,Red Soil,56,48,34,76.86,4298,Kharif
Bidar,452,1435.1,24.64,Laterite Soil,73,49,53,94.71,4700,Kharif
Bidar,1363,906.82,30.17,Black Soil,58,24,47,74.17,4022,Kharif
Bhalki,921,900.99,28.37,Laterite Soil,69,23,58,63.73,4081,Kharif
Aurad,1133,1396.08,24.24,Red Soil,70,22,33,88.75,4700,Rabi
Aurad,1008,1498.09,28.64,Laterite Soil,54,26,53,67.43,4700,Kharif
Basavakalyan,726,1336.26,29.95,Red Soil,58,45,44,84.96,4700,Kharif
Bhalki,1013,909.16,27.7,Red Soil,49,30,59,66.26,4003,Rabi
Aurad,485,1036.01,23.11,Red Soil,66,20,34,60.59,4425,Kharif
Aurad,1393,1483.09,20,Black Soil,55,41,37,65.59,4700,Rabi
Bidar,809,1385.16,30.44,Red Soil,73,43,45,73.19,4700,Kharif
Aurad,761,1240.08,30.69,Red Soil,51,37,51,63.73,4525,Kharif
Aurad,1292,1042.12,29.07,Black Soil,62,41,30,66.92,4288,Kharif
Humnabad,1053,908.62,21,Black Soil,75,46,34,86.76,4407,Kharif
Bidar,231,912.52,27.61,Red Soil,64,20,55,86.95,4184,Kharif
Bidar,1186,1267.19,30.67,Black Soil,79,48,47,88.61,4700,Kharif
Humnabad,1118,913.1,25.07,Red Soil,51,35,45,89.44,4180,Kharif
Bidar,627,1496.18,22.57,Laterite Soil,74,32,52,74.72,4700,Kharif
Basavakalyan,448,1010.03,27.64,Black Soil,48,25,59,90.36,4276,Kharif
Basavakalyan,241,1326.42,30.74,Laterite Soil,74,25,39,78.41,4700,Kharif
Bhalki,899,993.04,20.64,Red Soil,74,40,33,76.47,4521,Kharif
Bidar,845,1224.06,27.76,Black Soil,74,42,47,85.15,4700,Kharif
Bidar,871,948.37,28.36,Black Soil,62,33,46,67.48,4139,Kharif
Basavakalyan,1449,1360.07,27.83,Red Soil,54,24,50,87.63,4700,Kharif
Bhalki,453,1250.95,28.45,Black Soil,58,49,56,75.03,4688,Kharif
Bhalki,1017,951.7,28.21,Black Soil,67,27,55,64.46,4167,Kharif
Basavakalyan,936,1409.15,21.7,Black Soil,56,37,42,64.18,4700,Rabi
Basavakalyan,1446,1228.21,23.05,Laterite Soil,56,25,37,65.77,4700,Kharif
Humnabad,185,1452.96,28.05,Red Soil,78,24,37,91.17,4700,Kharif
Bhalki,571,1449.97,20.23,Red Soil,70,29,41,94.68,4700,Kharif
Bhalki,487,1452.3,28.25,Red Soil,50,37,58,72.49,4700,Kharif
Humnabad,731,946.67,28.65,Black Soil,59,46,55,70.23,4122,Kharif
Basavakalyan,777,972.57,23.11,Black Soil,63,32,47,67.66,4321,Rabi
Humnabad,612,1492.62,27.78,Black Soil,67,42,35,88.83,4700,Kharif
Humnabad,230,1192.56,26.94,Red Soil,57,39,36,67.32,4584,Kharif
Aurad,569,1042.93,23.39,Laterite Soil,75,25,55,92.34,4611,Kharif
Bhalki,184,1361.8,26.02,Red Soil,70,40,46,83.36,4700,Kharif
Basavakalyan,1044,1058.57,31.83,Red Soil,62,23,34,91.4,4347,Kharif
Aurad,944,1336.33,25.55,Laterite Soil,77,32,51,79.39,4700,Kharif
Aurad,650,1402.37,28.19,Black Soil,76,37,52,84.17,4700,Kharif
Aurad,333,1370.56,20.46,Black Soil,48,32,56,81.68,4700,Kharif
Basavakalyan,707,1064.43,21.01,Red Soil,63,32,54,89.09,4625,Kharif
Humnabad,1321,1140.97,21.06,Laterite Soil,51,26,48,89.26,4690,Kharif
Basavakalyan,1437,1147.95,30.12,Red Soil,79,24,37,80.64,4609,Kharif
Bhalki,989,1194.76,24.55,Red Soil,70,48,55,82.14,4700,Rabi
Bhalki,431,1000.42,22.96,Laterite Soil,67,22,48,92.27,4497,Kharif
Humnabad,764,1171.48,29.72,Laterite Soil,78,25,56,92.55,4700,Kharif
Basavakalyan,351,1206.47,22.21,Black Soil,51,27,54,83.25,4700,Kharif
Humnabad,723,1219.03,23.2,Red Soil,55,46,37,60.27,4685,Kharif
Humnabad,566,1391.94,25.6,Laterite Soil,52,45,54,63.65,4700,Kharif
Basavakalyan,466,1210.4,24.31,Laterite Soil,57,45,50,90.03,4700,Kharif
Bhalki,1401,1038.47,27.61,Laterite Soil,76,31,56,62.96,4386,Kharif
Basavakalyan,1065,1297.88,24.39,Laterite Soil,78,21,54,67.47,4700,Kharif
Bhalki,1241,1378.39,25.11,Red Soil,62,30,58,68.07,4700,Kharif
Bidar,1132,1091.62,31.22,Red Soil,59,45,48,81.01,4362,Kharif
Bidar,946,1287.18,31.5,Red Soil,68,47,36,80.18,4700,Kharif
Bidar,826,988.16,30.76,Laterite Soil,65,39,32,70.13,4180,Kharif
Aurad,1274,1105.16,31.24,Black Soil,62,22,35,67.27,4349,Kharif
Bhalki,392,1445.53,27.41,Laterite Soil,58,42,37,86.76,4700,Kharif
Bhalki,1263,1446.78,28.4,Red Soil,63,29,47,92.74,4700,Kharif
Basavakalyan,1050,1245.19,27.24,Red Soil,57,27,44,61.85,4649,Kharif
Bhalki,276,1321.41,30.21,Red Soil,60,27,53,64.66,4700,Kharif
Basavakalyan,768,1412.41,27.16,Black Soil,46,33,46,82.48,4700,Kharif
Aurad,983,1475.13,21.44,Black Soil,78,23,33,88.16,4700,Kharif
Basavakalyan,1475,1193.93,30.52,Red Soil,70,34,36,87.69,4656,Kharif
Bidar,1149,1236.95,29.89,Laterite Soil,66,29,59,85.19,4700,Rabi
Basavakalyan,905,1149.38,30.66,Red Soil,64,37,46,91.06,4550,Kharif
Basavakalyan,925,943.19,22.48,Red Soil,73,41,51,67.61,4344,Kharif
Basavakalyan,1315,1153.68,23.53,Black Soil,62,34,55,63.76,4615,Kharif
Bhalki,402,1374.38,23.84,Black Soil,73,38,35,81.54,4700,Kharif
Humnabad,222,1382.93,26.61,Black Soil,71,43,59,88.78,4700,Kharif
Humnabad,1387,1435.43,21.74,Black Soil,79,22,42,80.37,4700,Kharif
Humnabad,528,930.88,25.01,Red Soil,73,21,36,93.7,4363,Rabi
Bhalki,448,1216.29,22.37,Laterite Soil,50,32,38,87.84,4700,Kharif
Bidar,1094,964.45,23.44,Red Soil,69,32,52,84.53,4402,Rabi
Humnabad,641,1020.45,29.18,Red Soil,65,44,48,62.11,4245,Rabi
Humnabad,833,1440.13,31.11,Laterite Soil,75,28,49,63.77,4700,Kharif
Aurad,453,1198.07,20.3,Red Soil,60,44,42,87.47,4700,Kharif
Aurad,1410,1355.13,27.36,Laterite Soil,58,22,44,66.94,4700,Kharif
Bidar,1403,938.63,20.47,Black Soil,50,21,46,61.01,4221,Kharif
Basavakalyan,1180,1150.1,21.11,Black Soil,55,33,34,91.88,4700,Kharif
Basavakalyan,405,1304.54,29.17,Black Soil,71,35,52,91.18,4700,Kharif
Aurad,1344,980.04,29.56,Laterite Soil,49,33,48,67.65,4089,Kharif
Aurad,1461,1095.49,30.58,Red Soil,59,23,35,87.31,4410,Kharif
Bidar,383,938.73,26.17,Black Soil,60,21,41,61.68,4142,Kharif
Bidar,1022,1290.8,31.18,Black Soil,62,35,44,69.98,4695,Kharif
Bhalki,642,1482.53,22.17,Red Soil,77,27,44,81.83,4700,Kharif
Basavakalyan,1384,1396.23,23.25,Black Soil,79,45,32,86.71,4700,Kharif
Bhalki,378,1484.77,21.75,Black Soil,68,20,33,60.36,4700,Rabi
Humnabad,494,1407.36,30.37,Laterite Soil,79,37,34,71.42,4700,Kharif
Bidar,226,1413.12,22.97,Red Soil,51,41,35,67.5,4700,Kharif
Basavakalyan,414,1246.31,22.02,Laterite Soil,58,28,35,94.96,4700,Kharif
Basavakalyan,893,1210.95,28.1,Black Soil,74,45,46,83.48,4700,Kharif
Bhalki,394,1143.75,21,Black Soil,68,31,57,74.2,4700,Kharif
Aurad,578,1390.86,20.58,Red Soil,59,24,37,62.65,4700,Kharif
Aurad,1264,1009.24,21.39,Black Soil,57,40,48,80.95,4447,Kharif
Bidar,594,933.73,20,Laterite Soil,63,22,49,82.46,4388,Kharif
Aurad,1406,1468.74,29.06,Laterite Soil,73,27,53,88.57,4700,Rabi
Humnabad,1012,902.27,27.31,Red Soil,66,47,50,70.1,4117,Kharif
Basavakalyan,603,1486.1,22.73,Red Soil,46,41,51,94.35,4700,Kharif
Aurad,498,1337.31,23.03,Black Soil,57,45,42,75.38,4700,Kharif
Bidar,1267,1097.1,30.54,Red Soil,62,47,58,70.36,4364,Rabi
Humnabad,571,1318.69,26.52,Red Soil,59,35,44,72.2,4700,Kharif
Bhalki,864,1390.73,29.08,Black Soil,79,37,46,78.19,4700,Kharif
Bhalki,639,1047.22,25.89,Black Soil,61,31,53,92.78,4474,Kharif
Humnabad,835,1362.54,23.09,Laterite Soil,57,31,50,85.73,4700,Kharif
Bidar,1297,1382.62,32.62,Laterite Soil,66,40,46,80.2,4700,Kharif
Bhalki,731,1049.61,27.35,Red Soil,65,23,52,65.7,4358,Kharif
Basavakalyan,764,925.16,21.7,Black Soil,70,46,31,65.23,4303,Kharif
Basavakalyan,1406,1022.47,25.28,Red Soil,48,29,57,77.58,4306,Rabi
Bidar,1237,1020.39,24.28,Laterite Soil,51,28,51,85.5,4377,Kharif
Bidar,312,939.14,22.78,Red Soil,54,23,59,86.29,4290,Kharif
Basavakalyan,929,1335.6,32.13,Laterite Soil,59,43,32,67.91,4700,Kharif
Bidar,453,1127.98,31.45,Laterite Soil,70,20,51,63.5,4418,Kharif
Humnabad,468,1430.63,22.59,Red Soil,60,24,38,73.46,4700,Kharif
Bidar,834,1051.3,24.58,Laterite Soil,78,44,35,92.14,4614,Kharif
Basavakalyan,1179,1171.94,29.91,Laterite Soil,61,22,30,79.09,4544,Kharif
Aurad,1474,1283.41,22.71,Black Soil,60,30,51,71.2,4700,Kharif
Bidar,250,1426.48,27.69,Red Soil,78,32,48,71.33,4700,Kharif
Bhalki,565,1214.77,29.1,Red Soil,73,41,33,64.62,4655,Kharif
Humnabad,1113,1124.11,28.5,Red Soil,62,30,42,76.56,4489,Kharif
Humnabad,1304,1420.21,29.18,Laterite Soil,55,45,49,87.7,4700,Kharif
Humnabad,1044,1086.15,29.19,Laterite Soil,56,25,54,93.9,4436,Kharif
Bhalki,535,947.65,32.54,Laterite Soil,46,46,37,77.56,3978,Kharif
Bhalki,1193,1167.03,24.5,Red Soil,62,41,52,65.85,4623,Kharif
Humnabad,444,1371.06,31.42,Black Soil,77,23,34,83.9,4700,Kharif
Humnabad,545,918.47,20.28,Red Soil,53,26,39,86.49,4310,Kharif
Humnabad,441,1251.53,23.75,Red Soil,59,22,56,62.51,4700,Kharif
Bidar,497,1256.68,20.63,Red Soil,72,41,49,89.75,4700,Kharif
Bhalki,1438,1457.13,28.47,Black Soil,52,29,58,89.03,4700,Kharif
Basavakalyan,914,1071.88,21.31,Red Soil,52,24,48,76.54,4514,Kharif
Bidar,193,1067.3,30.99,Black Soil,63,38,41,79.61,4342,Kharif
Basavakalyan,224,1164.29,28.41,Black Soil,48,37,30,84.97,4513,Kharif
Bidar,202,1114.15,20.37,Red Soil,71,47,38,83.69,4700,Kharif
Bidar,1459,1341.81,29.29,Red Soil,57,36,53,60.58,4700,Kharif
Basavakalyan,215,1285.05,31.21,Red Soil,65,43,45,64.29,4680,Rabi
Humnabad,187,1355.35,28.59,Laterite Soil,70,20,46,65.69,4700,Kharif
Basavakalyan,915,1392.03,20.4,Black Soil,67,24,47,86.45,4700,Kharif
Aurad,566,1453.79,31.15,Red Soil,74,40,43,75.4,4700,Kharif
Bhalki,860,1158.56,29.52,Black Soil,75,36,46,79.09,4613,Kharif
Aurad,897,1490.82,24.92,Laterite Soil,75,44,30,87.04,4700,Rabi
Bidar,1228,1029.4,24.27,Laterite Soil,60,40,59,71.93,4393,Kharif
Basavakalyan,993,1328.62,26.24,Red Soil,51,28,54,86.21,4700,Kharif
Humnabad,265,1220.41,31.27,Black Soil,61,30,50,75.48,4582,Kharif
Humnabad,428,1390.14,23.28,Laterite Soil,68,41,44,73.2,4700,Kharif
Aurad,603,1186.06,21.31,Laterite Soil,64,26,48,71.66,4700,Kharif
Aurad,1315,1370.36,31.24,Black Soil,71,26,31,93.77,4700,Kharif
Bidar,757,1458.1,20.34,Laterite Soil,46,21,57,87.02,4700,Kharif
Bhalki,1222,1339.38,31.84,Black Soil,45,33,59,60.71,4627,Kharif
Bidar,518,1365.66,23.97,Red Soil,78,35,53,93.51,4700,Kharif
Humnabad,519,940.31,26.61,Black Soil,71,24,53,87.14,4301,Kharif
Basavakalyan,450,1022.97,21.72,Red Soil,50,37,43,65.22,4359,Kharif
Aurad,866,1484.58,31.73,Black Soil,71,23,51,62.67,4700,Rabi
Humnabad,1120,1315.91,29.75,Laterite Soil,60,31,31,70.79,4700,Kharif
Bidar,344,1236.87,32.01,Red Soil,79,38,56,81.85,4700,Kharif
Bhalki,1478,1120.19,28.88,Black Soil,71,47,44,81.58,4546,Kharif
Basavakalyan,399,926.63,22.4,Red Soil,79,32,30,69.65,4360,Kharif
Bhalki,407,1121.48,24.01,Black Soil,72,46,51,75.6,4652,Kharif
Bidar,1139,1199.35,26.33,Black Soil,47,25,30,67.42,4552,Kharif
Bidar,208,1026.88,27.89,Red Soil,75,30,41,61.77,4348,Kharif
Humnabad,1394,1003.88,32.04,Red Soil,47,34,51,78.09,4100,Kharif
Basavakalyan,1091,1205.05,24.99,Red Soil,68,40,44,72.14,4700,Kharif
Bidar,1226,1251.54,29.14,Laterite Soil,70,36,55,79,4700,Kharif
Humnabad,936,1043.95,32.49,Black Soil,72,21,47,93.13,4371,Rabi
Bidar,710,1252.43,21.98,Black Soil,53,32,44,65.02,4700,Kharif
Humnabad,1125,1440.2,31.22,Red Soil,71,42,36,60.07,4700,Kharif
Bhalki,678,1183.9,25.47,Black Soil,47,44,41,62.69,4527,Kharif
Humnabad,647,1414.43,29.52,Black Soil,72,20,39,76.19,4700,Kharif
Bhalki,788,1456.36,23.82,Black Soil,76,23,31,84.74,4700,Kharif
Aurad,1170,955.44,24.34,Red Soil,79,49,31,80.33,4406,Kharif
Bidar,304,957.49,20.35,Black Soil,51,34,35,77.32,4330,Kharif
Aurad,1152,1185.63,32.63,Black Soil,51,35,49,72.39,4413,Kharif
Basavakalyan,947,1252.86,30.57,Laterite Soil,65,30,35,70.85,4664,Kharif
Aurad,227,1155.53,21.22,Laterite Soil,76,22,57,73.17,4700,Kharif
Humnabad,1347,1095.87,32.99,Red Soil,64,31,53,81.41,4357,Kharif
Humnabad,469,1284.6,27.87,Black Soil,52,31,56,65.87,4691,Kharif
Basavakalyan,1205,901.25,31.1,Black Soil,48,30,39,87,3980,Kharif
Basavakalyan,1465,1480.84,20.87,Laterite Soil,70,35,32,80.13,4700,Kharif
Bidar,671,1039.25,25.06,Red Soil,59,48,45,69.42,4375,Kharif
Humnabad,1488,1450.26,28.71,Red Soil,50,40,34,77.54,4700,Kharif
Basavakalyan,763,965.41,21.38,Black Soil,76,40,34,93.7,4534,Kharif
Aurad,779,1042.85,26.36,Laterite Soil,49,32,39,60.72,4255,Kharif
Humnabad,818,1040.92,25.75,Laterite Soil,50,31,54,66.98,4297,Kharif
Basavakalyan,1440,1497.69,22.81,Laterite Soil,47,29,52,75.69,4700,Kharif
Bidar,394,902.76,23.9,Black Soil,73,45,42,82.35,4294,Kharif
Bhalki,740,1283.78,32.57,Black Soil,63,30,54,67.43,4644,Kharif
Humnabad,821,1421.81,23.75,Black Soil,54,37,53,92.6,4700,Kharif
Humnabad,1264,1303.36,22.77,Laterite Soil,51,24,32,82.49,4700,Kharif
Humnabad,1019,1117.64,26.97,Red Soil,45,39,47,90.71,4470,Kharif
Humnabad,790,1474.99,28.72,Black Soil,45,32,48,71.53,4700,Kharif
Bhalki,163,1436.11,29.43,Black Soil,61,36,35,89.01,4700,Kharif
Bhalki,1048,1160.37,29.81,Red Soil,66,31,56,73.24,4532,Kharif
Bidar,435,1244,20.48,Red Soil,58,36,57,68.85,4700,Kharif
Humnabad,820,1480.51,25.12,Laterite Soil,50,20,55,91.91,4700,Kharif
Basavakalyan,790,1489.54,30.06,Black Soil,74,27,49,63.23,4700,Kharif
Aurad,835,1169.89,31.76,Laterite Soil,77,35,56,93,4645,Rabi
Humnabad,1081,1408.41,27.83,Black Soil,64,34,30,76.05,4700,Kharif
Bhalki,1081,1081.19,20.68,Laterite Soil,60,38,39,94.74,4668,Kharif
Bidar,1161,1123.09,25.16,Laterite Soil,48,44,39,78.89,4496,Kharif
Humnabad,192,998.89,20.96,Red Soil,78,29,58,86.51,4588,Kharif
Bidar,1060,1025.51,29.73,Black Soil,45,21,54,60.25,4113,Kharif
Basavakalyan,1467,1294.12,20.83,Red Soil,57,44,51,77.38,4700,Rabi
Basavakalyan,961,1206.47,22.41,Red Soil,52,46,30,85.81,4700,Kharif
Basavakalyan,1169,1038.68,25.42,Red Soil,66,44,48,87.4,4479,Kharif
Basavakalyan,770,1141.75,26.01,Black Soil,48,23,40,65.53,4455,Rabi
Aurad,1415,1123.91,25.28,Laterite Soil,78,23,56,74.66,4657,Kharif
Bidar,1228,1492.42,26.02,Laterite Soil,67,39,42,74.67,4700,Kharif
Humnabad,716,1412.14,29.27,Black Soil,64,31,46,63.63,4700,Kharif
Aurad,256,1132.78,24.8,Black Soil,68,36,57,75.51,4629,Kharif
Humnabad,1486,1448.35,27.12,Laterite Soil,71,40,54,88.25,4700,Kharif
Bhalki,1357,1105.58,23.94,Laterite Soil,57,48,49,70.51,4515,Rabi
Aurad,1303,1300.74,24.6,Red Soil,49,41,47,75.14,4700,Kharif
Aurad,785,1479.99,27.98,Laterite Soil,60,23,33,93.63,4700,Kharif
Bhalki,567,1134.17,26.38,Red Soil,73,27,44,61.11,4564,Kharif
Aurad,198,1307.93,29.4,Laterite Soil,70,35,31,80.7,4700,Kharif
Bidar,469,1077.55,27.29,Laterite Soil,66,34,35,86.02,4497,Kharif
Basavakalyan,402,1059.79,30.45,Laterite Soil,68,49,51,86.63,4400,Kharif
Humnabad,1242,1244.49,25.76,Red Soil,57,33,56,85.06,4700,Kharif
Bhalki,626,1487.56,26.38,Red Soil,65,38,52,85.43,4700,Kharif
Basavakalyan,979,1171.88,28.71,Laterite Soil,45,30,38,62.07,4409,Kharif
Aurad,713,1462.58,22.88,Red Soil,48,44,40,78.69,4700,Kharif
Bidar,890,1448.62,25.02,Red Soil,47,32,54,87.4,4700,Kharif
Aurad,336,1052.26,28.12,Red Soil,67,42,49,63.29,4346,Kharif
Bhalki,849,1141.09,20.38,Red Soil,60,27,45,60.42,4646,Kharif
Aurad,852,1285.98,25.68,Black Soil,57,42,54,88.51,4700,Kharif
Bidar,261,1210.83,27.79,Red Soil,75,28,37,84.93,4700,Kharif
Aurad,1357,957.58,32.58,Laterite Soil,68,21,57,74.43,4114,Kharif
Aurad,442,1496.22,31.4,Red Soil,59,39,46,92.91,4700,Kharif
Aurad,1105,1351.59,23.65,Laterite Soil,49,21,52,86.83,4700,Kharif
Aurad,1023,1162.62,26.59,Red Soil,66,27,52,93.88,4699,Kharif
Bidar,510,1270.9,20.73,Laterite Soil,66,37,55,92.53,4700,Kharif
Humnabad,651,952.54,23.13,Black Soil,55,43,33,76.85,4273,Kharif
Basavakalyan,1133,1197.18,30.07,Laterite Soil,68,41,36,86.41,4656,Kharif
Bhalki,1480,1458.5,21.6,Red Soil,54,26,40,83.42,4700,Kharif
Humnabad,798,1437.96,23.35,Red Soil,78,30,56,88.4,4700,Kharif
Bidar,235,1102.43,32.27,Laterite Soil,55,48,40,87.57,4357,Kharif
Bhalki,1129,1218.82,30.71,Black Soil,73,41,40,65.36,4625,Kharif
Bhalki,445,1318.43,30.16,Red Soil,66,49,55,68.18,4700,Kharif
Aurad,1344,1104.01,31.24,Red Soil,77,47,55,69.3,4445,Kharif
Basavakalyan,428,938.93,29.74,Laterite Soil,52,44,50,88.65,4113,Kharif
Basavakalyan,401,1203.26,21.57,Laterite Soil,76,39,50,88.38,4700,Kharif
Bidar,1181,1260.98,26.72,Black Soil,67,20,44,77.34,4700,Kharif
Humnabad,735,903.5,25.78,Laterite Soil,49,44,34,80.33,4097,Kharif
Aurad,1493,957.35,24.04,Red Soil,75,35,35,88.94,4427,Kharif
Basavakalyan,1324,1024.37,30.84,Laterite Soil,73,35,52,70.94,4294,Rabi
Aurad,754,1108.83,26.03,Black Soil,50,48,34,61.76,4392,Kharif
Humnabad,525,1224.63,20.78,Black Soil,69,29,38,76.89,4700,Rabi
Bhalki,757,1076.31,23.57,Red Soil,69,43,59,91.98,4630,Kharif
Humnabad,589,1065.71,22.97,Laterite Soil,75,36,57,87.67,4644,Kharif
Bhalki,291,1421.61,31.54,Red Soil,58,48,40,72.83,4700,Kharif
Humnabad,741,987.03,28.42,Black Soil,61,29,54,62.27,4181,Kharif
Aurad,169,1197.28,27.28,Black Soil,60,25,59,82.29,4662,Kharif
Humnabad,161,1471.69,26.59,Laterite Soil,72,33,52,89.21,4700,Kharif
Basavakalyan,785,1275.01,28.45,Laterite Soil,53,45,55,83.27,4700,Kharif
Basavakalyan,271,1330.32,29.81,Red Soil,46,47,32,74.88,4700,Kharif
Bidar,574,1158.74,27.21,Black Soil,48,47,49,64.32,4450,Kharif
Basavakalyan,378,911.96,32.2,Red Soil,64,34,33,91.88,4088,Rabi
